"id","group_buy_id","product_id","price_override","active","sort_order"
"03dc7c24-42b9-4fef-9049-a0e1c96f410d","1794d939-ca34-40f9-b2e0-d6777482f040","p100",,"true",
"041d2d2c-4442-4f1e-b316-07bc64331466","1794d939-ca34-40f9-b2e0-d6777482f040","p066",,"true",
"04c63fc6-86da-4a06-a259-4cd81d8ac0de","1794d939-ca34-40f9-b2e0-d6777482f040","p090",,"true",
"0581fd63-9488-40a4-8b59-e2b35f5d5f63","1794d939-ca34-40f9-b2e0-d6777482f040","p122",,"true",
"0bd36e44-7ba7-4c71-b655-b138200f634b","1794d939-ca34-40f9-b2e0-d6777482f040","p048",,"true",
"0e771e5f-fda0-4f11-bd1d-0d2ea541ed70","1794d939-ca34-40f9-b2e0-d6777482f040","p077",,"true",
"0f02b146-0fb8-4b96-9ec3-b1866f4b7176","1794d939-ca34-40f9-b2e0-d6777482f040","p076",,"true",
"123b29cf-e15b-4cd3-a7af-61b939e1f0fb","1794d939-ca34-40f9-b2e0-d6777482f040","p002",,"true",
"1522facc-1532-40ce-9cac-d41b86a32806","1794d939-ca34-40f9-b2e0-d6777482f040","p004",,"true",
"1544831b-712b-4333-8781-a3c2de42fb06","1794d939-ca34-40f9-b2e0-d6777482f040","p001",,"true",
"189eaa27-de3f-44a8-a872-8adc83e0702d","1794d939-ca34-40f9-b2e0-d6777482f040","p010",,"true",
"1c410030-507e-41fb-a090-abc4bf36e1c1","1794d939-ca34-40f9-b2e0-d6777482f040","p105",,"true",
"1e28027f-4b1c-472b-a507-09434fbd3843","1794d939-ca34-40f9-b2e0-d6777482f040","prod-65919695",,"true",
"1e8828ae-713f-4199-98ac-2889fe0fa335","1794d939-ca34-40f9-b2e0-d6777482f040","p123",,"true",
"2392fb03-b953-426b-b7e4-ce790ede14d1","1794d939-ca34-40f9-b2e0-d6777482f040","p021",,"true",
"23e6ab80-690c-4871-bb99-8d85015cb0bb","1794d939-ca34-40f9-b2e0-d6777482f040","p111",,"true",
"242c3db3-4a6e-485a-8981-17e38afc47be","1794d939-ca34-40f9-b2e0-d6777482f040","p065",,"true",
"248478d1-904e-4bad-a63e-a0a2da22a77e","1794d939-ca34-40f9-b2e0-d6777482f040","p094",,"true",
"268acd10-bda7-4943-af8f-ca05b60df7ef","1794d939-ca34-40f9-b2e0-d6777482f040","p060",,"true",
"2714b22a-6364-4700-ae87-76b869337205","1794d939-ca34-40f9-b2e0-d6777482f040","p071",,"true",
"2adb522e-c22c-4df9-b769-3bd739b7e425","1794d939-ca34-40f9-b2e0-d6777482f040","p024",,"true",
"2b085bd1-efb3-42c6-b9d5-d7b61cbd6fcf","1794d939-ca34-40f9-b2e0-d6777482f040","p022",,"true",
"2fcc0976-8cb8-4f2f-b244-7d576451f97b","1794d939-ca34-40f9-b2e0-d6777482f040","p036",,"true",
"31c71e88-2dc7-4206-9819-0e10f630328a","1794d939-ca34-40f9-b2e0-d6777482f040","p086",,"true",
"3206a3f4-44f3-47b2-b50e-cd9376a95126","1794d939-ca34-40f9-b2e0-d6777482f040","p124",,"true",
"32eceac3-34ac-456a-b551-b59ec12446d7","1794d939-ca34-40f9-b2e0-d6777482f040","p019",,"true",
"34a39f35-3dc5-4eca-96d7-e1cb1da5b1ef","1794d939-ca34-40f9-b2e0-d6777482f040","p126",,"true",
"34bb8212-0dd9-46f3-b7c9-2a26a2f8b132","1794d939-ca34-40f9-b2e0-d6777482f040","p067",,"true",
"377bb305-b9d0-4fed-b86e-5f8b632ff37c","1794d939-ca34-40f9-b2e0-d6777482f040","p093",,"true",
"38c73071-d0dd-4619-9d45-f636ffced74b","1794d939-ca34-40f9-b2e0-d6777482f040","p052",,"true",
"3a540ab0-bdfc-40db-aaef-f85d8300ad40","1794d939-ca34-40f9-b2e0-d6777482f040","p029",,"true",
"40637ec3-f783-4c09-915a-472c0f9a47ad","1794d939-ca34-40f9-b2e0-d6777482f040","p117",,"true",
"41444356-c8ce-4a48-acbd-183ad3454193","1794d939-ca34-40f9-b2e0-d6777482f040","p044",,"true",
"433ed6fb-99fc-4494-a12c-1191850a6379","1794d939-ca34-40f9-b2e0-d6777482f040","p054",,"true",
"4635bff7-6a95-461c-a597-0ac798b71222","1794d939-ca34-40f9-b2e0-d6777482f040","p110",,"true",
"487e89f2-6a41-462b-94f5-9415db1f8317","1794d939-ca34-40f9-b2e0-d6777482f040","p049",,"true",
"50e27104-cbaf-453b-9f9e-36bcd15c145e","1794d939-ca34-40f9-b2e0-d6777482f040","p040",,"true",
"54a36cd1-564b-4f6f-920b-7ab62f4eaad4","1794d939-ca34-40f9-b2e0-d6777482f040","p007",,"true",
"54bb0211-b4c1-47d7-bad2-488a5d8ef580","1794d939-ca34-40f9-b2e0-d6777482f040","p063",,"true",
"5500e46e-0859-4f92-8b96-7d31719d6364","1794d939-ca34-40f9-b2e0-d6777482f040","p046",,"true",
"563ec035-a669-4190-8292-7e8d7226cd40","1794d939-ca34-40f9-b2e0-d6777482f040","p047",,"true",
"56e62913-76eb-467a-962a-22c3e4b80eb4","1794d939-ca34-40f9-b2e0-d6777482f040","p074",,"true",
"56ed806c-b393-48f2-b07b-4eb6dfef5f12","1794d939-ca34-40f9-b2e0-d6777482f040","p053",,"true",
"57d7a610-6732-4692-a423-bc91aa40e7c7","1794d939-ca34-40f9-b2e0-d6777482f040","p085",,"true",
"580d07c8-13f8-4650-a89a-43ae7c5b7404","1794d939-ca34-40f9-b2e0-d6777482f040","p106",,"true",
"582d646d-17fa-4f50-8898-e480878b1b4d","1794d939-ca34-40f9-b2e0-d6777482f040","p057",,"true",
"592e0efc-d910-470d-ac29-e73886f23c0d","1794d939-ca34-40f9-b2e0-d6777482f040","p061",,"true",
"598edbb2-60da-4288-bb91-86bc6101adae","1794d939-ca34-40f9-b2e0-d6777482f040","p008",,"true",
"5b236b4e-bc77-4ddf-90e0-bbba6fd1ff78","1794d939-ca34-40f9-b2e0-d6777482f040","p084",,"true",
"5c6409f6-ab5b-488d-af19-9fe34a4d8e75","1794d939-ca34-40f9-b2e0-d6777482f040","p033",,"true",
