"id","group_buy_id","product_id","price_override","active","sort_order"
"0011e54a-a2bd-41b0-88c9-7bb3f47cbb73","gb-1","p052",,"true",
"0527936c-dd48-4a80-be94-fc96e3f1706e","gb-1","p080",,"true",
"07fd0c86-327b-433d-941e-3065cf0cb196","gb-1","p012",,"true",
"082be4e4-8a29-4d3f-9a3d-f1b3e3ca2769","gb-1","p089",,"true",
"0841d87c-c518-45f9-82b2-4460b16b6da3","gb-1","p056",,"true",
"0963815f-160d-40c9-8b07-ceaf3651bdd1","gb-1","p116",,"true",
"1024cf45-eba6-4353-8e9d-946f28d275b4","gb-1","p106",,"true",
"13e8aaa3-67a2-4c6d-aaf9-6c87afeb5d09","gb-1","p097",,"true",
"14fcf1ef-fa1a-4d11-9588-9446294003ca","gb-1","p035",,"true",
"15801342-feb3-42f2-babd-306d0ca2d00f","gb-1","p102",,"true",
"18d7d008-619c-4887-9cdf-38edcb8c4739","gb-1","p104",,"true",
"191246d0-c4e4-4505-893d-728b926fc65b","gb-1","p049",,"true",
"1d0d59ea-b85b-476f-9e0d-7a1d4ed76c80","gb-1","p040",,"true",
"21e9a985-b10d-4c6a-a2ed-3863a4513fe9","gb-1","p092",,"true",
"2829256f-7ed4-4b6f-8ecf-05990787e974","gb-1","p030",,"true",
"2ae2d44b-9ecf-4f3d-a405-69a1f5fec5af","gb-1","p077",,"true",
"2bf62573-ed75-44a6-8954-0597dfaa34e6","gb-1","p096",,"true",
"2f88995c-ebe4-47e6-88bf-cc6eadc13e9b","gb-1","p121",,"true",
"338a3a13-ba60-4e23-97af-12dfa81f0c0d","gb-1","p043",,"true",
"33935d52-0727-4def-9ad8-8ed8b19a8c8d","gb-1","p024",,"true",
"37450ad9-51e1-4690-a17c-cf4d2d78fcc0","gb-1","p075",,"true",
"37666631-73f2-474f-b8a0-115f3ffd1cc7","gb-1","p050",,"true",
"39027535-42b8-4dd8-84c8-7a85a3537244","gb-1","p064",,"true",
"3d2c8ef8-ec1e-4609-a9cd-20a28fd37469","gb-1","p055",,"true",
"3f0d550e-2591-4531-8b43-36937db5ff0b","gb-1","p066",,"true",
"405740af-9387-4180-9e8c-1a3473d4cecc","gb-1","p060",,"true",
"41db1d2c-50f2-4c3b-a559-329ffab12e66","gb-1","p093",,"true",
"423b852b-73b5-46ad-a236-25112422848f","gb-1","p091",,"true",
"4a7914ef-f14d-4cf9-860c-fe0fb8cc3b31","gb-1","p016",,"true",
"55035427-23bc-417f-b47b-f2a44da4fa64","gb-1","p079",,"true",
"56fa568f-008f-4a33-9b11-c96b40203871","gb-1","p008",,"true",
"57a7b027-62b0-4308-84b0-7d3713e044c6","gb-1","p071",,"true",
"582f296c-3410-43ba-b7bb-474e11bde4d5","gb-1","p057",,"true",
"59ba63f2-0a72-4c1c-a84a-06606a441317","gb-1","p074",,"true",
"5aa5bfe1-da74-49d2-9742-79f906a2b02a","gb-1","p119",,"true",
"5e8e4bb2-c522-4725-9a06-c36c97a59369","gb-1","p081",,"true",
"5ec07557-ad8c-4e65-908e-40bd640a5c16","gb-1","p005",,"true",
"5fc04af5-4c8c-452e-86e3-83bc56b32f95","gb-1","p086",,"true",
"5ff0ba1e-917a-48b7-8f47-5a2df7dedbcf","gb-1","p015",,"true",
"6121c326-c02a-485e-826e-046fa1299129","gb-1","p108",,"true",
"6183f294-3553-4e6e-83bd-85009b0415c3","gb-1","p009",,"true",
"633750fd-7c5d-4e8e-87ed-ce179811af62","gb-1","p094",,"true",
"641930ed-b2eb-4ede-81a3-c40aba6503e5","gb-1","p053",,"true",
"6437bb05-74a4-4a48-9921-d7a56a101038","gb-1","p038",,"true",
"64ef680a-5dc8-4c23-915c-d37bd1c0382c","gb-1","p041",,"true",
"66915ff7-eef7-4cae-b502-816767c07ca6","gb-1","p018",,"true",
"6799e463-467f-4fd2-94c4-ec0daaff8128","gb-1","p114",,"true",
"6a502fd8-8e31-4071-9d10-6d9b212222ab","gb-1","p042",,"true",
"6ff5f770-4deb-4627-8e3b-2f3089f0c83c","gb-1","p070",,"true",
"70103788-7868-42b4-8682-fb7cf019fe17","gb-1","p061",,"true",
"704f5cee-1686-437f-8ad9-a173d5735d83","gb-1","p112",,"true",
"70ac87bf-7705-4fbd-8553-f86e093d9062","gb-1","p039",,"true",
"70c29c40-eefa-4dec-b363-94f284607ad1","gb-1","p065",,"true",
"7352a792-4aa8-47e9-8da1-f9eba76412fc","gb-1","p105",,"true",
"76b69bb7-c7af-4deb-8ada-3cb26d987820","gb-1","p045",,"true",
"7748abfb-9732-4e75-9d10-9e55c86d7399","gb-1","p027",,"true",
"788dd2eb-57fc-4624-9abc-732a661e1f64","gb-1","p082",,"true",
"78ab6e25-377f-4f30-bfd9-7d80ab3bec55","gb-1","p048",,"true",
"7990498e-ed36-4072-98a4-68295a128a7c","gb-1","p022",,"true",
"7ac3bca9-aa79-4334-866d-72b1bc6f1e41","gb-1","p004",,"true",
"7bd23882-7c95-4f27-8fd9-d67afdb4f378","gb-1","p124",,"true",
"7beaf425-efd1-41f3-89eb-7104dcf8d64f","gb-1","p033",,"true",
"7dd9a143-f451-4a71-8b9f-d4df252dade8","gb-1","p122",,"true",
"830366c2-a4bd-4848-8c23-d25a3eb0d014","gb-1","p115",,"true",
"842a05a2-8133-4668-af94-a0c418461bcc","gb-1","p110",,"true",
"849d20f1-a666-4685-bba4-8ab994cc8f02","gb-1","p020",,"true",
"85c12d0e-6f2f-4100-81ba-2324c6e612b1","gb-1","p017",,"true",
"8bd3a36a-461c-4e71-9bbf-b474e5daf769","gb-1","p126",,"true",
"8ea695c1-fca9-482f-a62a-1d3a4474832c","gb-1","p047",,"true",
"8f20ae3e-004e-47dc-accb-d956914f02c5","gb-1","p046",,"true",
"909279f5-8551-4dd8-8993-0d662211e05b","gb-1","p007",,"true",
"9098661d-21dc-4151-9ab4-cec5aecf11f7","gb-1","p023",,"true",
"90ac0f3d-8118-4f57-9aab-fd52f2870c8d","gb-1","p101",,"true",
"94b4bee3-e7e3-4159-9e4c-18e6365041e0","gb-1","p118",,"true",
"959b3baa-7a53-4316-9623-2944dac97f67","gb-1","p120",,"true",
"969e1295-d9d5-4e42-bbfb-f0a31c893d3d","gb-1","p083",,"true",
"9b2673de-2cef-41f6-a1c9-b9baac260172","gb-1","p076",,"true",
"9dadfc90-06ac-48a4-b27d-983985afe9dc","gb-1","p085",,"true",
"9ee8af18-9a42-44ca-8677-1db5abc525fd","gb-1","p109",,"true",
"9fa1ae29-0932-4b39-85d3-c466d8d68553","gb-1","p010",,"true",
"a5968b26-12ac-4109-af73-1fff92fc1fa0","gb-1","p021",,"true",
"a612f900-7478-45e4-bb66-134f44dad9ae","gb-1","p058",,"true",
"a939c3a6-660c-4c2d-a20f-8c9755b428d8","gb-1","p078",,"true",
"aca2c44f-2ce7-4aaa-aea7-2dd55d3f1a8b","gb-1","p044",,"true",
"ae393f24-b9bb-4846-a49e-5b6e6f58c7f3","gb-1","p011",,"true",
"af367979-7ca9-4224-bb4a-e04a69055def","gb-1","p067",,"true",
"b5199d65-a80c-4c15-82a0-880a49811045","gb-1","p062",,"true",
"b5eb7f8a-11e3-4c3c-b2d0-14ea9f976b6b","gb-1","p019",,"true",
"b77379f6-286f-417d-9dcc-407259225bcd","gb-1","p088",,"true",
"b7c49a68-4a04-4a18-b33b-458210f07ff2","gb-1","p113",,"true",
"ba8d71b5-e61e-4aa4-8cf2-9c5155fc2873","gb-1","p095",,"true",
"c177c3a2-a4ba-419f-ae4b-a6dd09795a4c","gb-1","p117",,"true",
"c2ccf7ce-15ea-4bd1-828c-2dda42a0b6f5","gb-1","p003",,"true",
"c3871772-bfd1-4af2-9412-eeb4c2aad331","gb-1","p063",,"true",
"c41262b4-617a-44cd-958a-f276f4d7584c","gb-1","p054",,"true",
"c500fcb2-a13f-47cb-a96a-634dd781c3c5","gb-1","p107",,"true",
"c58e8ec5-b511-450b-b17e-cb9d42515a1d","gb-1","p026",,"true",
